ID	PNGName	DevX	DevY	StorySide	FigueName	FacePosition	FlipOnOtherSide	Scale	BaseScale
1618	Partner/1618	0.4	0.5	1	206167	500;405	0	1	1
1619	Partner/1619	0.55	0.5	1	206167	500;406	0	1	1
1620	Partner/1620	0.5	0.4	1	206167	500;407	0	1	1
1621	Partner/1621	0.5	0.5	1	206167	500;408	0	1	1
1622	Partner/1622	0.5	0.5	1	206167	500;410	0	1	1
1623	Partner/1623	0.55	0.52	1	295025	518;870	0	1	1
1624	Partner/1624	0.5	0.5	1	206167	500;409	0	1	1
1625	Partner/1625	0.5	0.5	1	206167	500;403	0	1	1
1626	Partner/1626	0.55	0.48	1	82946	518;870	0	1	1
1627	Partner/1627	0.5	0.5	1	206167	500;411	0	1	1
1628	Partner/1628	0.5	0.5	1	206167	500;412	0	1	1
1629	Partner/1629	0.5	0.5	1	206167	500;413	0	1	1
1630	Partner/1630	0.5	0.5	1	206167	500;414	0	1	1
1631	Partner/1631	0.5	0.5	1	206167	500;415	0	1	1
1632	Partner/1632	0.5	0.5	1	206167	500;416	0	1	1
1638	Partner/1638	0.5	0.35	1	206167	476;644	0	1	1
1640	Partner/1640	0.5	0.3	1	206167	410;505	0	0.8	0.5
1641	Partner/1641	0.5	0.53	1	206167	476;644	0	1	1
1642	Partner/1642	0.5	0.45	1	206167	500;400	0	1	1
1643	Partner/1643	0.5	0.3	1	206167	500;401	0	1	1
1644	Partner/1644	0.5	0.47	1	206167	500;402	0	1	1
1646	Partner/1646	0.5	0.5	1	206167	500;401	0	1	1
1647	Partner/1647	0.5	0.5	1	206167	500;403	0	1	1
1648	Partner/1648	0.5	0.5	1	206167	500;417	0	1	1
1649	Partner/1649	0.5	0.5	1	206167	500;404	0	1	1
1650	Partner/1650	0.5	0.5	1	206167	533;889	0	1	1
1651	Partner/1651	0.5	0.35	1	206167	500;405	0	1	1
1652	Partner/1652	0.5	0.5	1	206167	500;406	0	1	1
1653	Partner/1653	0.5	0.5	1	206167	500;407	0	1	1
1654	Partner/1654	0.5	0.5	1	206167	500;418	0	1	1
1655	Partner/1655	0.5	0.36	1	206167	500;419	0	0.82	1
1633	Partner/1633	0.5	0.25	1	206167	646;267	0	1	1
1634	Partner/1634	0.5	0.38	1	295025	580;632	0	1	1
1635	Partner/1635	0.5	0.5	1	206167	500;412	0	1	1
1637	Partner/1637	0.5	0.5	1	206167	500;412	0	1	1
1639	Partner/1639	0.56	0.42	1	206167	500;413	0	1	1
1656	Partner/1656	0.5	0.5	1	206167	500;402	0	1	1
1658	Partner/1658	0.5	0.5	1	206167	509;868	0	1	1
1659	Partner/1659	0.5	0.5	1	206167	500;417	0	1	1
1660	Partner/1660	0.5	0.35	1	206167	500;417	0	1	1
1661	Partner/1661	0.5	0.55	1	206167	500;408	0	1	1
1662	Partner/1662	0.5	0.38	1	206167	418;798	0	0.9	1
1663	Partner/1663	0.5	0.5	1	206167	500;400	0	1	1
1664	Partner/1664	0.5	0.5	1	206167	500;401	0	1	1
1665	Partner/1665	0.5	0.5	1	206167	500;402	0	1	1
1666	Partner/1666	0.5	0.5	1	206167	500;403	0	1	1
1667	Partner/1667	0.5	0.5	1	206167	500;404	0	1	1
1668	Partner/1668	0.5	0.5	1	206167	500;405	0	1	1
1669	Partner/1669	0.5	0.2	1	206167	500;406	0	0.8	1
1670	Partner/1670	0.5	0.35	1	206167	500;407	0	1	1
1671	Partner/1671	0.5	0.3	1	206167	500;408	0	0.8	1
1672	Partner/1672	0.5	0.3	1	206167	500;409	0	0.8	1
1673	Partner/1673	0.5	0.3	1	206167	500;410	0	1.2	1
1674	Partner/1674	0.5	0.3	1	206167	500;411	0	1	1
1675	Partner/1675	0.5	0.35	1	206167	500;412	0	1	1
1676	Partner/1676	0.5	0.35	1	206167	500;413	0	1	1
1677	Partner/1677	0.5	0.5	1	206167	500;414	0	1	1
1678	Partner/1678	0.5	0.5	1	206167	500;414	0	1	1
1679	Partner/1679	0.5	0.5	1	206167	500;415	0	1	1
1680	Partner/1680	0.5	0.5	1	206167	500;416	0	1	1
1681	Partner/1681	0.5	0.5	1	206167	500;417	0	1	1
1682	Partner/1682	0.5	0.5	1	206167	500;409	0	1	1
1684	Partner/1684	0.55	0.45	1	206167	500;400	0	1	1
1685	Partner/1685	0.5	0.3	1	206167	500;401	0	0.8	1
1686	Partner/1686	0.5	0.3	1	206167	500;402	0	0.8	1
1687	Partner/1687	0.5	0.3	1	206167	500;403	0	0.8	1
1688	Partner/1688	0.5	0.4	1	206167	500;404	0	0.8	1
1689	Partner/1689	0.5	0.3	1	206167	500;405	0	0.8	1
1690	Partner/1690	0.5	0.5	1	206167	500;406	0	1	1
1691	Partner/1691	0.5	0.5	1	206167	500;407	0	1	1
1692	Partner/1692	0.5	0.5	1	206167	500;408	0	0.9	1
1693	Partner/1693	0.5	0.4	1	206167	500;409	0	1	1
1694	Partner/1694	0.5	0.3	1	206167	500;410	0	0.8	1
1695	Partner/1695	0.6	0.4	1	206167	500;411	0	0.8	1
1696	Partner/1696	0.5	0.5	1	206167	418;798	0	1.1	1
1697	Partner/1697	0.5	0.5	1	206167	500;400	0	1	1
1698	Partner/1698	0.5	0.5	1	206167	500;401	0	1	1
1699	Partner/1699	0.5	0.5	1	206167	500;402	0	1	1
1700	Partner/1700	0.5	0.5	1	206167	505;866	0	1	1
1701	Partner/1701	0.5	0.3	1	206167	500;403	0	0.8	1
1702	Partner/1702	0.5	0.4	1	206167	500;404	0	1	1
1703	Partner/1703	0.5	0.3	1	206167	500;405	0	0.8	1
1704	Partner/1704	0.5	0.5	1	206167	500;406	0	1	1
1705	Partner/1705	0.5	0.35	1	206167	500;407	0	1	1
1706	Partner/1706	0.5	0.5	1	206167	500;408	0	1	1
1707	Partner/1707	0.5	0.5	1	206167	580;879	0	1	1
1708	Partner/1708	0.5	0.5	1	205406	482;889	0	1	1
1709	Partner/1709	0.5	0.5	1	206167	520;871	0	1	1
1710	Partner/1710	0.5	0.5	1	206167	500;405	0	1	1
1711	Partner/1711	0.5	0.4	1	206167	500;406	0	1	1
1712	Partner/1712	0.5	0.5	1	83261	500;411	0	1	1
1713	Partner/1713	0.5	0.35	1	83261	500;411	0	0.8	1
1714	Partner/1714	0.5	0.3	1	206167	500;409	0	1	1
1715	Partner/1715	0.5	0.5	1	206167	500;408	0	1	1
1716	Partner/1716	0.5	0.5	1	206167	500;409	0	1	1
1717	Partner/1717	0.5	0.5	1	206167	418;781	0	1	0.5
1718	Partner/1718	0.5	0.5	1	206167	449.5;823.5	0	1	0.5
1719	Partner/1719	0.5	0.5	1	206167	371.5;768	0	1	0.5
1720	Partner/1720	0.5	0.5	1	206167	485.5;849	0	1	0.5
1721	Partner/1721	0.5	0.4	1	206167	517;773.5	0	1	0.5
1722	Partner/1722	0.5	0.5	1	206167	564;709	0	1	1
1723	Partner/1723	0.5	0.5	1	206167	500;411	0	1	1
1724	Partner/1724	0.5	0.5	1	206167	500;400	0	1	1
1725	Partner/1725	0.5	0.5	1	206167	500;401	0	1	1
1726	Partner/1726	0.5	0.5	1	206167	500;402	0	1	1
1728	Partner/1728	0.5	0.5	1	206167	510;877	0	1	1
1729	Partner/1729	0.5	0.5	1	206167	500;403	0	1	1
1730	Partner/1730	0.5	0.3	1	206167	510;586.5	0	1	0.5
1731	Partner/1731	0.5	0.5	1	206167	447.5;811.5	0	1	0.5
1732	Partner/1732	0.5	0.5	1	206167	500;400	0	1	1
1733	Partner/1733	0.5	0.5	1	206167	500;406	0	1	1
1734	Partner/1734	0.5	0.2	1	206167	500;407	0	0.6	1
1735	Partner/1735	0.5	0.4	1	206167	514.5;748	0	1	0.5
1736	Partner/1736	0.5	0.4	1	206167	537;746	0	1	1
1738	Partner/1738	0.5	0.5	1	206167	500;401	0	1	1
1739	Partner/1739	0.5	0.5	1	206167	500;400	0	1	1
1740	Partner/1740	0.5	0.3	1	206167	500;401	0	1	1
1741	Partner/1741	0.5	0.5	1	206167	500;401	0	1	1
1742	Partner/1742	0.5	0.3	1	206167	500;402	0	1	1
1743	Partner/1743	0.5	0.25	1	206167	500;403	0	1	1
1744	Partner/1744	0.5	0.3	1	206167	500;404	0	1	1
1745	Partner/1745	0.5	0.5	1	206167	500;405	0	1	1
1746	Partner/1746	0.5	0.35	1	206167	500;406	0	1	1
1747	Partner/1747	0.5	0.45	1	206167	523.5;822.5	0	1	1
1748	Partner/1748	0.5	0.4	1	206167	500;408	0	1	1
1749	Partner/1749	0.5	0.4	1	206167	500;410	0	1	1
1750	Partner/1750	0.5	0.5	1	206167	500;409	0	1	1
1751	Partner/1751	0.5	0.5	1	206167	500;410	0	1	1
1752	Partner/1752	0.5	0.4	1	206167	500;407	0	1	1
1753	Partner/1753	0.5	0.5	1	206167	500;402	0	1	1
1754	Partner/1754	0.5	0.5	1	204870	500;402	0	1	1
1755	Partner/1755	0.5	0.5	1	432063	500;402	0	1	1
1756	Partner/1756	0.5	0.5	1	204728	500;402	0	1	1
1757	Partner/1757	0.5	0.5	1	432329	500;402	0	1	1
1758	Partner/1758	0.5	0.42	1	432329	493.5;845	0	0.8	1
1759	Partner/1759	0.5	0.3	1	432329	513.2;554	0	1	0.5
1760	Partner/1760	0.5	0.3	1	206167	516.2;540.1	0	1	0.5
1761	Partner/1761	0.5	0.4	1	432329	564.5;578.5	0	2	0.5
1762	Partner/1762	0.5	0.5	1	206167	500;403	0	1	1
1763	Partner/1763	0.5	0.5	1	206167	500;404	0	1	1
1764	Partner/1764	0.5	0.5	1	206167	500;405	0	1	1
1765	Partner/1765	0.5	0.4	1	206167	596;722	0	1	0.5
1766	Partner/1766	0.5	0.3	1	206167	500;407	0	1	1
1767	Partner/1767	0.5	0.5	1	206167	500;406	0	1	1
1768	Partner/1768	0.5	0.35	1	206167	500;407	0	1	1
1769	Partner/1769	0.5	0.4	1	206167	500;408	0	1	1
1770	Partner/1770	0.5	0.5	1	206167	491.5;856	0	1	0.5
1771	Partner/1771	0.5	0.47	1	206167	500;400	0	1.4	1
1772	Partner/1772	0.5	0.4	1	206167	513;655	0	1	0.5
1773	Partner/1773	0.5	0.5	1	206167	500;400	0	1	1
1774	Partner/1774	0.5	0.5	1	206167	500;410	0	1	1
1775	Partner/1775	0.5	0.5	1	206167	500;401	0	1	1
1776	Partner/1776	0.5	0.5	1	206167	500;402	0	1	1
1777	Partner/1777	0.5	0.5	1	206167	500;401	0	1	1
1778	Partner/1778	0.5	0.5	1	206167	325;351.5	0	1	1
1779	Partner/1779	0.5	0.5	1	206167	500;403	0	1	1
1780	Partner/1780	0.48	0.3	1	580687	568.5;622	0	0.8	0.5
1781	Partner/1781	0.6	0.35	1	206167	500;411	0	1	1
1782	Partner/1782	0.5	0.5	1	206167	484;782	0	1	0.5
1783	Partner/1783	0.5	0.5	1	206167	524;880	0	1	1
1785	Partner/1785	0.5	0.5	1	206167	500;400	0	1	1
1786	Partner/1786	0.5	0.4	1	206167	500;419	0	1	1
1787	Partner/1787	0.5	0.4	1	206167	500;420	0	1	1
1788	Partner/1788	0.5	0.5	1	206167	500;421	0	1.3	1
1790	Partner/1790	0.5	0.5	1	206167	500;401	0	1	1
1791	Partner/1791	0.5	0.1	1	84390	500;402	0	1	1
1792	Partner/1792	0.5	0.3	1	206167	500;403	0	1	0.5
1793	Partner/1793	0.5	0.4	1	206167	500;404	0	1	1
1794	Partner/1794	0.5	0.3	1	206167	500;405	0	1	1
1795	Partner/1795	0.5	0.3	1	206167	500;406	0	1	1
1796	Partner/1796	0.5	0.4	1	206167	500;407	0	1	1
1797	Partner/1797	0.5	0.4	1	206167	500;408	0	1	1
1789	Partner/1789	0.5	0.5	1	580312	500;400	0	1	1
1798	Partner/1798	0.5	0.4	1	580282	500;400	0	1	1
1799	Partner/1799	0.5	0.4	1	580292	500;400	0	1	1
1800	Partner/1800	0.5	0.4	1	580302	500;400	0	1	1
1801	Partner/1801	0.5	0.4	1	580272	500;400	0	1	1
1802	Partner/1802	0.5	0.5	1	580262	500;400	0	1	1
1803	Partner/1803	0.5	0.5	1	206167	500;405	0	1	1
1804	Partner/1804	0.5	0.3	1	206167	561.5;557.5	0	1	0.5
1805	Partner/1805	0.55	0.3	1	206167	619.5;497.5	0	1	1
1806	Partner/1806	0.5	0.4	1	206167	500;409	0	1	1
1807	Partner/1807	0.5	0.4	1	206167	500;409	0	1	1
1808	Partner/1808	0.5	0.5	1	206167	500;404	0	1	1
1809	Partner/1809	0.5	0.5	1	206167	500;405	0	1	1
1810	Partner/1810	0.5	0.45	1	206167	500;406	0	1	1
1811	Partner/1811	0.5	0.5	1	206167	500;407	0	1	1
1812	Partner/1812	0.4	0.3	1	206167	531;669	0	1	1
1813	Partner/1813	0.5	0.4	1	580146	500;400	0	1	1
1814	Partner/1814	0.5	0.4	1	580166	500;400	0	1	1
1815	Partner/1815	0.5	0.4	1	580242	500;400	0	1	1
1816	Partner/1816	0.5	0.5	1	206167	500;407	0	1	1
1817	Partner/1817	0.5	0.5	1	206167	500;412	0	1	1
1818	Partner/1818	0.5	0.5	1	206167	500;413	0	1	1
1819	Partner/1819	0.5	0.5	1	206167	500;414	0	1	1
1820	Partner/1820	0.5	0.3	1	206167	512;671	0	1	0.5
1821	Partner/1821	0.5	0.55	1	206167	500;420	0	1	1
1822	Partner/1822	0.5	0.47	1	580217	500;400	0	1	0.8
1823	Partner/1823	0.5	0.5	1	206167	500;421	0	1	1
1824	Partner/1824	0.5	0.5	1	580156	500;400	0	1	1
1825	Partner/1825	0.5	0.5	1	580176	500;400	0	1	1
1826	Partner/1826	0.5	0.5	1	580186	500;400	0	1	1
1829	Partner/1829	0.5	0.5	1	580196	500;400	0	1	1
1830	Partner/1830	0.5	0.35	1	580232	500;400	0	1	1
1831	Partner/1831	0.5	0.35	1	580222	500;400	0	1	1
1832	Partner/1832	0.5	0.5	1	580342	500;400	0	1	1
1833	Partner/1833	0.5	0.55	1	580352	0;0	0	1	1
1834	Partner/1834	0.5	0.4	1	580421	500;400	0	1	0.8
1835	Partner/1835	0.5	0.5	1	580431	500;400	0	1	1
1836	Partner/1836	0.5	0.35	1	580362	500;400	0	1	1
1837	Partner/1837	0.5	0.5	1	580441	500;400	0	1	1
1838	Partner/1838	0.5	0.5	1	580207	500;400	0	1	1
1839	Partner/1839	0.5	0.5	1	580461	500;400	0	1	1
1840	Partner/1840	0.5	0.5	1	580451	500;400	0	1	1
1841	Partner/1841	0.5	0.5	1	580503	500;400	0	1	1
1842	Partner/1842	0.5	0.5	1	580252	500;400	0	1	1
1843	Partner/1843	0.5	0.35	1	580523	500;400	0	1	1
1844	Partner/1844	0.5	0.32	1	580401	0;0	0	1	1
1845	Partner/1845	0.5	0.5	1	580411	0;0	0	1	1
1848	Partner/1848	0.5	0.4	1	580471	505;762	0	1	0.5
1849	Partner/1849	0.5	0.35	1	580482	671;539	0	1	0.5
1850	Partner/1850	0.5	0.5	1	580533	500;400	0	1	1
1851	Partner/1851	0.5	0.5	1	580372	500;400	0	1	1
1852	Partner/1852	0.5	0.5	1	580543	500;400	0	1	1
1853	Partner/1853	0.5	0.5	1	580553	500;400	0	1	1
1854	Partner/1854	0.5	0.5	1	580563	500;400	0	1	1
1855	Partner/1855	0.5	0.5	1	580573	500;400	0	1	1
1856	Partner/1856	0.5	0.5	1	580583	500;400	0	1	1
1857	Partner/1857	0.5	0.5	1	580593	500;400	0	1	1
1858	Partner/1858	0.5	0.5	1	580603	500;400	0	1	1
1861	Partner/1861	0.5	0.5	1	580613	500;400	0	1	1
1862	Partner/1862	0.5	0.5	1	580493	500;400	0	1	1
1863	Partner/1863	0.5	0.5	1	580623	500;400	0	1	1
1865	Partner/1865	0.5	0.5	1	580633	500;400	0	1	1
1866	Partner/1866	0.5	0.25	1	580643	548;637	0	0.8	1
1868	Partner/1868	0.5	0.5	1	580513	500;400	0	1	1
1876	Partner/1876	0.48	0.3	1	580654	500;400	0	1	0.7
1877	Partner/1877	0.48	0.3	1	580665	500;400	0	1	0.7
1878	Partner/1878	0.48	0.3	1	580676	500;400	0	1	0.7
10000	Partner/10000	0.5	0.4	1	55489	0;0	0	1	1
10001	Partner/10000	0.5	0.4	1	204584	0;0	0	1	1
20000	Partner/10000	0.5	0.4	2	55489	0;0	0	1	1
20001	Partner/10000	0.5	0.4	2	204584	0;0	0	1	1
20002	Partner/1032	0.5	0.55	2	204597	561;838	0	1	1
20003	Partner/1036	0.5	0.5	2	204584	462;759	0	1	1
20004	Partner/10000	0.5	0.4	2	204594	0;0	0	1	1
30000	Partner/10000	0.5	0.4	2	55489	0;0	0	1	1
30001	Kevin/819	0.5	0.62	1	204703	501;858.88	0	1	1
30002	Partner/1023	0.5	0.57	2	12327	506.1;853.8	0	0.7	1
30003	CrossFactionBattle5/001	0.5	0.4	1	71172	564;594.7	0	1.5	1
30004	Boss3/696	0.5	0.56	1	433068	580.4;828.1	0	1	1
30005	Pet/005	0.5	0.3	2	433069	0;0	0	1	1
30006	Partner/1223	0.5	0.55	1	204900	0;0	0	1	1
30007	Partner/1224	0.5	0.62	1	204901	0;0	0	1.15	1
30008	Partner/1225	0.5	0.55	1	204902	0;0	0	1	1
30009	Partner/1239	0.5	0.55	1	204754	0;0	0	1	1
30010	Partner/1240	0.5	0.6	1	204919	0;0	0	1	1
30011	Partner/1241	0.5	0.6	1	204920	0;0	0	1	1
30012	Partner/1282	0.5	0.55	1	432162	0;0	0	1	1
30013	Partner/1283	0.5	0.52	1	432163	503.5;792.8	0	1	1
30014	Partner/1311	0.5	0.55	1	432444	530.6;817.8	0	1	1
30015	Partner/1312	0.5	0.5	1	432445	0;0	0	1	1
30016	Partner/1378	0.5	0.55	1	432998	511.4;798	0	1	1
30017	Partner/1379	0.5	0.6	1	433004	493;881	0	1	1
30018	Kevin/802	0.5	0.3	2	433087	0;0	0	1	1
30019	Partner/1392	0.5	0.55	1	433097	524;786.4	0	1.2	1
30020	Pan/0931	0.5	0.56	1	433084	483.3;854.6	0	1	1
30021	Partner/1391	0.5	0.6	1	433085	506.9;904.3	0	1	1
30022	Partner/1247	0.5	0.62	1	204931	501;914.1	0	1	1
30023	Partner/1389	0.5	0.4	1	433083	475.1;697.4	0	1	1
30024	Kevin/802	0.5	0.3	2	433098	0;0	0	1	1
30025	Kevin/802	0.5	0.3	2	433142	0;0	0	1	1
30026	Kevin/802	0.5	0.3	2	433143	0;0	0	1	1
30027	Kevin/802	0.5	0.3	2	433144	0;0	0	1	1
30028	Bronya/311	0.5	0.51	1	204543	500;400	0	1	1
30029	Partner/1406	0.5	0.56	1	204345	482;889	0	1	1
30030	Bronya/311	0.5	0.51	1	204584	500;400	0	1	1
30031	Bronya/311	0.5	0.51	1	433234	500;400	0	1	1
30032	Partner/1006	0.5	0.45	1	204350	0;0	0	1	1
30033	Partner/1275	0.5	0.56	1	432116	559;832	0	1	1
30034	Partner/1175	0.5	0.56	1	204795	520;893	0	1	1
30035	Partner/1398	0.5	0.56	1	204553	0;0	0	1	1
30036	Partner/1399	0.5	0.56	1	204592	0;0	0	1	1
30037	Partner/1409	0.5	0.57	1	204736	0;0	0	1.1	1
30038	Partner/1408	0.5	0.55	1	204622	0;0	0	1.1	1
30039	Partner/1407	0.5	0.54	1	204543	0;0	0	1.1	1
30040	Boss3/697	0.5	0.5	1	204585	0;0	0	1	1
30041	Rita/401	0.5	0.46	1	204903	0;0	0	1	1
30042	Ningdi/30042	0.5	0.51	1	204688	0;0	0	1	1
30043	Kevin/802	0.5	0.3	2	433296	0;0	0	1	1
30044	Partner/1410	0.5	0.51	1	204622	500;400	0	0.9	1
30045	Partner/1411	0.5	0.48	1	204621	500;400	0	1.05	1
30046	Kika/30046	0.5	0.54	1	291937	508;850	0	1	1
30047	Partner/1420	0.5	0.57	1	204931	501;854	0	1	1
30048	Partner/1421	0.5	0.54	1	204788	482;889	0	1	1
30049	Partner/1422	0.5	0.56	1	204728	462;810	0	1.1	1
30050	Partner/1423	0.5	0.62	1	204350	511;896	0	1	1
30051	Partner/1424	0.5	0.6	1	204795	482;889	0	1	1
30052	Partner/1425	0.5	0.6	1	432116	482;889	0	1	1
30053	Kevin/802	0.5	0.3	2	433406	0;0	0	1	1
30054	Seele/30055	0.5	0.6	1	204585	0;0	0	1	1
30055	Partner/1439	0.5	0.53	1	204553	0;0	0	1	1
30056	Partner/1448	0.5	0.57	1	433599	0;0	0	0.9	1
30057	Partner/1442	0.5	0.42	1	433600	0;0	0	0.91	1
30058	Partner/1449	0.55	0.58	1	433601	0;0	0	1	1
30059	Partner/1450	0.5	0.57	1	433602	0;0	0	1	1
30060	Kevin/802	0.5	0.3	2	433609	0;0	0	1	1
30061	Kevin/802	0.5	0.3	2	433610	0;0	0	1	1
30062	Partner/1302	0.5	0.58	1	204903	0;0	0	1	1
30063	Partner/1444	0.5	0.58	1	204620	0;0	0	1	1
30064	Partner/1445	0.5	0.58	1	204561	0;0	0	1	1
30065	Partner/1446	0.5	0.58	1	204585	0;0	0	1	1
30066	Partner/1428	0.5	0.6	1	204613	0;0	0	1	1
30067	Partner/1443	0.5	0.48	1	433575	0;0	0	1	1
30068	Partner/1452	0.5	0.44	1	435013	0;0	0	1	1
30069	Partner/1453	0.5	0.48	1	433633	0;0	0	1	1
30070	Kevin/802	0.5	0.3	2	291790	0;0	0	1	1
30071	Kevin/802	0.5	0.3	2	3524	0;0	0	1	1
30072	Kevin/001	0.5	0.57	1	435019	486.9;896.2	0	1	1
30073	Pet/594	0.5	0.5	1	320364	0;0	0	1	1
30074	Fran/30074	0.5	0.5	1	320365	40.3;260	0	1.1	1
30075	Kevin/802	0.5	0.3	2	435027	0;0	0	1	1
30076	Kevin/802	0.5	0.3	2	435028	0;0	0	1	1
30077	Kevin/802	0.5	0.3	2	435029	0;0	0	1	1
30078	Kevin/802	0.5	0.3	2	435030	0;0	0	1	1
30079	Fran/30079	0.5	0.6	2	204689	482;887	0	1	1
30080	CrossFactionBattle5/003	0.5	0.4	1	204584	487.5;597.8	0	1	1
30081	Kevin/802	0.5	0.3	2	433798	0;0	0	1	1
30082	Kevin/802	0.5	0.3	2	433799	0;0	0	1	1
30083	Kevin/802	0.5	0.3	2	433800	0;0	0	1	1
30084	Kevin/802	0.5	0.3	2	204553	0;0	0	1	1
30085	Kevin/802	0.5	0.3	2	204592	0;0	0	1	1
30086	Kevin/002	0.5	0.5	2	204547	503.9;824.7	0	1.1	1
30087	Kevin/003	0.5	0.5	2	204547	503.9;824.7	0	1.1	1
30088	Kevin/004	0.5	0.6	2	204703	519.7;875.5	0	1	1
30089	Kevin/005	0.5	0.6	2	204703	519.7;875.5	0	1	1
30090	Partner/1459	0.5	0.6	2	204624	488;821	0	1	1
30091	Partner/1456	0.45	0.55	1	204760	486.8;896.1	0	1	1
30092	Partner/1457	0.48	0.53	1	12327	512.7;853.5	0	1	1
30093	Kevin/006	0.5	0.52	1	432342	463;867	0	1	1
30094	Kevin/011	0.5	0.51	1	434353	0;0	0	0.75	1
30095	Kevin/008	0.5	0.51	1	434353	0;0	0	0.75	1
30096	Kevin/012	0.6	0.58	1	320372	0;0	0	0.9	1
30102	Partner/1525	0.53	0.53	1	354554	520;826	0	1	1
30103	Partner/1524	0.5	0.5	1	434190	457;771	0	1	1
30104	CrossFactionBattle6/001	0.5	0.5	1	204624	506;801	0	0.9	1
30105	CrossFactionBattle6/002	0.5	0.5	1	204641	539;748	0	1.1	1
30106	CrossFactionBattle6/003	0.5	0.5	1	204646	521;814	0	1	1
30107	CrossFactionBattle6/004	0.5	0.5	1	204725	517;794	0	1	1
30108	CrossFactionBattle6/005	0.5	0.5	1	204722	497;790	0	1	1
30109	CrossFactionBattle6/006	0.5	0.5	1	204643	477;767	0	1.2	1
30110	CrossFactionBattle6/007	0.5	0.5	1	204624	506;801	0	0.9	1
30111	CrossFactionBattle6/008	0.5	0.5	1	204641	539;748	0	1.1	1
30112	CrossFactionBattle6/009	0.5	0.5	1	204646	521;814	0	1	1
30113	CrossFactionBattle6/010	0.5	0.5	1	204725	517;794	0	1	1
30114	CrossFactionBattle6/011	0.5	0.5	1	204722	497;790	0	1	1
30115	CrossFactionBattle6/012	0.5	0.5	1	204643	477;767	0	1.2	1
30116	Kevin/802	0.5	0.3	2	434189	0;0	0	1	1
30117	Kevin/802	0.5	0.3	2	434190	0;0	0	1	1
30118	Kevin/802	0.5	0.3	2	434191	0;0	0	1	1
30120	DokiDoki/30120	0.4	0.45	1	434427	332;674	0	0.8	1
30121	Partner/1530	0.5	0.48	1	291899	503;820	0	1	1
30125	Kevin/802	0.5	0.3	2	434231	0;0	0	1	1
30126	Partner/1479	0.5	0.55	1	204561	470;857	0	1	1
30127	Partner/1480	0.5	0.55	1	204585	483;841	0	1	1
30128	Partner/1182	0.5	0.54	1	204807	512;854	0	1	1
30129	Partner/1475	0.48	0.45	1	433716	539.2;709.1	0	0.9	1
30130	Kevin/007	0.5	0.56	1	204915	538;878	0	1	1
30131	Femirins/30131	0.5	0.45	1	291899	549;761	0	1	1
30132	Femirins/30132	0.5	0.45	1	291899	549;761	0	1	1
30133	Femirins/30133	0.5	0.45	1	291899	549;761	0	1	1
30134	Partner/1451	0.5	0.3	1	435012	475;613	0	1	1
30135	Partner/1474	0.4	0.45	1	433853	387;766	0	1	1
30136	Partner/1370	0.5	0.48	1	432899	493.1;800.3	0	1	1
30137	Partner/1485	0.5	0.55	1	204553	500;400	0	1	1
30138	Partner/1486	0.5	0.55	1	204613	500;400	0	1	1
30139	Partner/1487	0.5	0.5	1	204543	500;400	0	1	1
30140	Partner/1488	0.5	0.5	1	204622	512;804	0	1	1
30141	Partner/1489	0.5	0.5	1	204736	500;400	0	1	1
30142	Partner/1490	0.5	0.55	1	204561	500;400	0	1.15	1
30143	Partner/1491	0.5	0.57	1	291937	500;400	0	1.2	1
30144	Partner/1492	0.5	0.57	1	204720	500;400	0	1.2	1
30145	Kevin/802	0.5	0.3	2	204606	0;0	0	1	1
30146	Kevin/802	0.5	0.3	2	434338	0;0	0	1	1
30147	Kevin/802	0.5	0.3	2	434339	0;0	0	1	1
30148	Kevin/802	0.5	0.3	2	434340	0;0	0	1	1
30149	Kevin/802	0.5	0.3	2	434341	0;0	0	1	1
30150	Kevin/802	0.5	0.3	2	434342	0;0	0	1	1
30151	Kevin/802	0.5	0.3	2	434343	0;0	0	1	1
30152	Partner/1506	0.5	0.5	1	204561	500;400	0	1	1
30153	Kevin/009	0.5	0.58	1	204666	483;887	0	1.2	1
30154	Kevin/010	0.5	0.55	1	204666	524;886	0	1	1
30155	Kevin/802	0.5	0.3	2	320366	0;0	0	1	1
30156	Kevin/802	0.5	0.3	2	320367	0;0	0	1	1
30157	Kevin/802	0.5	0.3	2	320368	0;0	0	1	1
30158	Kevin/802	0.5	0.3	2	320369	0;0	0	1	1
30159	Kevin/802	0.5	0.3	2	320370	0;0	0	1	1
30160	Boss4/001	0.5	0.45	1	320371	541;731	0	1.1	1
30161	Fuka/30161	0.5	0.53	1	320374	469;884	0	0.9	1
30162	Partner/1515	0.5	0.57	1	204618	502;848	0	1.3	1
30163	Kevin/802	0.5	0.3	2	320373	0;0	0	1	1
30164	Partner/1514	0.5	0.45	1	204543	500;400	0	0.9	1
30167	Gakuen/30167	0.5	0.6	1	204644	545;866	0	1.2	1
30168	Gakuen/30168	0.5	0.6	1	204644	545;866	0	1.2	1
30169	Gakuen/30169	0.5	0.6	1	204644	545;866	0	1.2	1
30170	Gakuen/30170	0.5	0.62	1	204645	545;886	0	1.2	1
30171	Boss/038	0.5	0.53	2	55489	486;788.2	0	1	1
30172	Roguelike/073	0.5	0.5	1	434557	0;0	0	1	1
30173	Roguelike/073	0.5	0.5	1	55489	0;0	0	1	1
30174	Boss/887	0.5	0.6	2	434558	493;879	0	1	1
